Question ID,Contributor aka Name,In Progress / Finished,Avg Result,Question,Class, Answer
115,,,3.33,In putting together a business case&#44; what is involved in a Cost-Benefit Analysis?,SYS390,
1095,,,3.33,Describe a request for a PHP page from the browser through to the response that returns from the server.,N/A,
1395,,,3.33,Build a binary search tree with the following input (in order):,N/A,
,,,,8 7 9 6 5 10 11 4 3 12,,
1625,,,3,What does it mean to say an algorithm has exponential complexity?,N/A,
1633,,,3,What is the difference between diffuse and specular reflection?,N/A,
1636,,,3,Sort algorithm has O(n^2) complexity. If I sort some data and then sort twice as much data&#44; how will the times compare?,N/A,
1291,,,3,What are some defining characteristics of RISC processsors?,COS381,
816,,,3,Why separate presentation from content?,N/A,
695,AK,X,3,What is a recurrence relation? How are they used?,COS252,"In mathematics&#44; a recurrence relation is an equation that recursively defines a sequence&#44; once one or more initial terms are given: each further term of the sequence is defined as a function of the preceding terms.  The term difference equation sometimes (and for the purposes of this article) refers to a specific type of recurrence relation. However&#44; ""difference equation"" is frequently used to refer to any recurrence relation."
426,,,3,Identify and describe the seven layers in the ISO OSI architecture.,COS331,
947,,,3,Sketch for me a MOFET Transistor and explain how it works.,N/A,
,,,,,,
1006,,,3,Draw a binary tree - how could you traverse the tree?,N/A,
1005,,,3,How do you do a situation appraisal?,N/A,
1014,,,3,Describe heap data structure. Why is it useful?,N/A,
1018,AK,X,3,Language structures - what is a functional language?,COS 280,In computer science&#44; functional programming is a programming paradigm that treats computation as the evaluation of mathematical functions and avoids state and mutable data. It emphasizes the application of functions&#44; in contrast to the imperative programming style&#44; which emphasizes changes in state.[1] Functional programming has its roots in lambda calculus&#44; a formal system developed in the 1930s to investigate function definition&#44; function application&#44; and recursion. Many functional programming languages can be viewed as elaborations on the lambda calculus.[1] Javascript is an example of a functional language. prominent functional programming languages such as Common Lisp&#44; Scheme&#44;[2][3][4][5] ISLISP&#44; JavaScript&#44; Clojure&#44; Racket&#44;[6] Erlang&#44;[7][8][9] OCaml&#44;[10][11] Haskell&#44;[12][13] Scala[14] and F#[15][16] 
1204,,,3,How do you do an inductive proof?,N/A,
1377,,,3,render sample HTML using box model,N/A,
1410,,,3,sketch the real part of e^(3jt),N/A,
1476,,,3,What is a frame in a programming language?,N/A,
1553,AK,X,3,What is a recurrence realtion? Where are they useful?,COS252,"In mathematics&#44; a recurrence relation is an equation that recursively defines a sequence&#44; once one or more initial terms are given: each further term of the sequence is defined as a function of the preceding terms.  The term difference equation sometimes (and for the purposes of this article) refers to a specific type of recurrence relation. However&#44; ""difference equation"" is frequently used to refer to any recurrence relation."
1568,,,3,Draw a simple RC low pass filter and explain how it works. use terms like impedance&#44; resistance&#44; reactance. Assume a sinusoidal input.,N/A,
1577,,,3,What is the idea of computational complexity? What is the computational complexity of a balanced BST?,N/A,
1373,,,2.86,What are vertex shaders and fragment shaders?,COS350,
1196,,,2.67,Solve the recurrence relation for the given initial condition:,MAT215,
,,,,,,
,,,,an = 5 n3 an-1&#44; a1 = 1 for n â‰¥ 2,,
1759,,,2.67,Given a system G = 10 / (s plus 1)&#44; what is the transfer function of G and describe its magnitude frequency response?,N/A,
936,,,2.67,What is meant by exponential complexity? Example.,N/A,
1027,,,2.67,What is a barrel shifter?,N/A,
1054,AK,X,2.67,What is DeMorgan's Law?,MAT215,"De Morgan's laws are a pair of transformation rules that are both valid rules of inference. The rules allow the expression of conjunctions and disjunctions purely in terms of each other via negation.   EXAMPLE: ~(P ^ Q) = (~P) v (~Q) The rules can be expressed in English as: \n The negation of a conjunction is the disjunction of the negations. \n The negation of a disjunction is the conjunction of the negations."
156,,,2.67,What is an associative entity? Why do they exist?,SYS390,
1514,AK,X,2.67,What is a recurrence relation? When are the used?,COS252,"In mathematics&#44; a recurrence relation is an equation that recursively defines a sequence&#44; once one or more initial terms are given: each further term of the sequence is defined as a function of the preceding terms. \nThe term difference equation sometimes (and for the purposes of this article) refers to a specific type of recurrence relation. However&#44; ""difference equation"" is frequently used to refer to any recurrence relation."
1578,AK,X,2.67,What is a recurrence relation? How are they used?,COS252,"In mathematics&#44; a recurrence relation is an equation that recursively defines a sequence&#44; once one or more initial terms are given: each further term of the sequence is defined as a function of the preceding terms. \nThe term difference equation sometimes (and for the purposes of this article) refers to a specific type of recurrence relation. However&#44; ""difference equation"" is frequently used to refer to any recurrence relation."
1602,,,2.67,Write a swap function in C that uses pointers to swap the values of variables a and b.,N/A,
1461,,,2.5,What security precautions does a e-commerce site need to consider?,N/A,
1463,,,2.5,Explain the matrix on the board.,N/A,
1500,,,2.5,Modern graphics programming allows the user to write vertex shaders and fragment shaders. Why is this capability important?,N/A,
1596,AK,X,2.5,Outline how RSA encryption works.,MAT215,RSA is an algorithm for public-key cryptography that is based on the presumed difficulty of factoring large integers&#44; the factoring problem. RSA stands for Ron Rivest&#44; Adi Shamir and Leonard Adleman&#44; who first publicly described it in 1977. Clifford Cocks&#44; an English mathematician&#44; had developed an equivalent system in 1973&#44; but it was classified until 1997. A user of RSA creates and then publishes the product of two large prime numbers&#44; along with an auxiliary value&#44; as their public key. The prime factors must be kept secret. Anyone can use the public key to encrypt a message&#44; but with currently published methods&#44; if the public key is large enough&#44; only someone with knowledge of the prime factors can feasibly decode the message. Whether breaking RSA encryption is as hard as factoring is an open question known as the RSA problem.
1186,,,2.42,Define complexity classes N&#44; NP&#44; NP complete,COS320,
1711,,,2.33,What are some of the 7 habits of a highly effective person?,SYS394,
988,,,2.33,"What is the difference between reference variables (as in Java) and pointers? Which is ""safer""?",COS265,
998,,X,2.33,Describe ray tracing - include how the 3D scene is projected to the projection plane,COS425,Ray tracing is when you take into account all the light and how it bounces off every single object
1059,AK,X,2.33,What are the characteristics of functional language? What is an example language?,COS 280,In computer science&#44; functional programming is a programming paradigm that treats computation as the evaluation of mathematical functions and avoids state and mutable data. It emphasizes the application of functions&#44; in contrast to the imperative programming style&#44; which emphasizes changes in state.[1] Functional programming has its roots in lambda calculus&#44; a formal system developed in the 1930s to investigate function definition&#44; function application&#44; and recursion. Many functional programming languages can be viewed as elaborations on the lambda calculus.[1] Javascript is an example of a functional language. prominent functional programming languages such as Common Lisp&#44; Scheme&#44;[2][3][4][5] ISLISP&#44; JavaScript&#44; Clojure&#44; Racket&#44;[6] Erlang&#44;[7][8][9] OCaml&#44;[10][11] Haskell&#44;[12][13] Scala[14] and F#[15][16] 
1228,,,2.33,What is the recurrence relation for the following algorithm:,COS265,
,,,,X(n),,
,,,,if n > 0,,
,,,,do_some_work // O(1),,
,,,,X(n-1),,
,,,,X(n-1),,
1330,,,2.33,What is the difference between a continuous simulation and a discrete simulation?,N/A,
1512,,,2.33,"$_POST[""user_name""] - what type of data structure is this? (Is it a simple array?)",N/A,
313,,,2,What is a spanning tree and how is it different than a minimal spanning tree?,COS252,
899,,,2,Sketch e^3jt and e^j(3t pi),N/A,
901,,,2,Given a device and lab equipment&#44; describe experimental procedures to determine if it is ohmic.,N/A,
,,,,,,
906,,,2,What are the differences between a dipole and a parabolic antenna?,N/A,
320,,,2,Contrast conjunction and disjunction with two propositions&#44; P and Q.[If having trouble&#44; have them draw a truth table for P AND Q and P OR Q.],COS252,
380,,X,2,Who was Charles Babbage? What did he contribute to computer science?,COS320,Not as much as Ada Lovelace.
948,,,2,When a signal encounters an interface&#44; what can happen to the signal? What are important design considerations?,N/A,
,,,,,,
1066,,X,2,How are transformations performed in OpenGL or DirectX?,COS351,Through transformation matrices
1087,DK,X,2,What is a driven key in animation?,COS425,Driven key animation is when an animated motion is determined or driven by a value other than time. For example when the width an object is calculated by its distance from the origin in the Y direction. 
1244,,,2,Complexity of tree traversal,COS265,
1285,,,2,three modes of heat transfer and their equations,N/A,
1536,,,2,from ENP331: explain the basic operation of a BJT transistor. Draw a simple BJT logic inverter and explain its operation.,N/A,
1547,,,2,What are the differences between electric field and magnetic field?,N/A,
1564,,,2,from ENP332/331: What is meant by finding the complete solution of an ,ENP332/331,
,,,,LTI system? Explain how one finds this solution?,,
1617,,,2,What does it mean to say a problem is NP?,N/A,
982,,X,1.67,What are the main differences between TCP and UDP?,N/A,1. Connection: TCP is connection -oriented. UDP is connectionless. You don't know if it'll get there. 2. Order: With TCP data packets will arrive in the correct order. UDP there is no order. 3. Weight: TCP Is more heavy weight since packets packets may arrive in the wrong order and resent requests have to be sent. UDP doesn't have a connection or order&#44; so it's a lot quicker. 4. Streaming: Data is read as a strema with TCP. There may be multiple packets per read call. UDP is more of a datagram --  one packet per one read call.
1554,,,1.67,What is a divide and conquer algorithm?,COS265,
1555,AK,X,1.67,What are some operations that Javascript can perform on the DOM?,COS143/COS264,Javascript can add/modify/remove DOM elements.  It can move elements around and can access parents&#44; siblings&#44; and children of elements.
1741,,,1.5,A common problem in NLP is dealing with ambituity. Give an example of one type of ambituity and how an NLP system deals with it.,N/A,
810,,,1.5,What is Inverse Kinematics?,COS425,
850,,,1.5,Partially ordered data structure - example&#44; definition?,COS265,
67,,,1.5,What is push technology in e-commerce?,SYS310,
979,,,1.5,Pointers in Java - do not technically exist - reference variables - why?,COS265,
1644,AK,X,1.33,Where is a recurrence relations and how are they useful?,COS252,"In mathematics&#44; a recurrence relation is an equation that recursively defines a sequence&#44; once one or more initial terms are given: each further term of the sequence is defined as a function of the preceding terms. \nThe term difference equation sometimes (and for the purposes of this article) refers to a specific type of recurrence relation. However&#44; ""difference equation"" is frequently used to refer to any recurrence relation."
582,SRW,X,1.33,Contrast erosion and dilation.,COS351,(Both are image processing filters using kernels) Erosion replaces each pixel with the min of all pixels in kernel&#44; dilation is the max of all pixels in kernel.
1483,AK,X,1.33,What is a recurrence relation?,COS252,"In mathematics&#44; a recurrence relation is an equation that recursively defines a sequence&#44; once one or more initial terms are given: each further term of the sequence is defined as a function of the preceding terms. \nThe term difference equation sometimes (and for the purposes of this article) refers to a specific type of recurrence relation. However&#44; ""difference equation"" is frequently used to refer to any recurrence relation."
1502,,,1.33,What is a heap data structure?,COS265,
1546,,,1.33,Describe how you would use a discrete state machine for implementing a software debounce on a push-button connected to an MCU. Draw the state diagram and show the states.,N/A,
1757,,,1,Recognize the Full adder truth table and draw its circuit.,N/A,
129,,,1,"What is meant by ""Total Quality Management""?",SYS390,
890,,,1,Give three advantages of using active filters compared to passive filters,N/A,
944,,,1,packet collisions on ethernet,N/A,
476,,,1,What is software configuration management?,COS340,
999,,,1,What is Fitts' law?,N/A,
1010,AK,X,1,COS 280: What defines a functional programming language? Name an example functional language.,COS280,In computer science&#44; functional programming is a programming paradigm that treats computation as the evaluation of mathematical functions and avoids state and mutable data. It emphasizes the application of functions&#44; in contrast to the imperative programming style&#44; which emphasizes changes in state.[1] Functional programming has its roots in lambda calculus&#44; a formal system developed in the 1930s to investigate function definition&#44; function application&#44; and recursion. Many functional programming languages can be viewed as elaborations on the lambda calculus.[1] Javascript is an example of a functional language. prominent functional programming languages such as Common Lisp&#44; Scheme&#44;[2][3][4][5] ISLISP&#44; JavaScript&#44; Clojure&#44; Racket&#44;[6] Erlang&#44;[7][8][9] OCaml&#44;[10][11] Haskell&#44;[12][13] Scala[14] and F#[15][16] 
1064,,X,1,Tell us about Crosby's 4 absolutes.,SYS101,NO.
24,,,0.6,"Why should an analyst bother with ""normalizing"" a database design?",SYS200,
624,,,0.5,Why are page faults a negative thing?,COS381,
861,,,0.5,How do you find the complexity of recursive algorithms?,COS265,
869,,,0.5,What is a Hamiltonian cycle?,N/A,
161,,,0.5,Distinguish blackbox testing from whitebox testing.,SYS390,
1214,,,0.5,Solve the recurrence relation for the given initial conditions:,MAT215,
,,,,,,
,,,,an = 18 an-1 - 81 an-2&#44; a1 = 9&#44; a2 = 81 for n â‰¥ 3,,
27,,,0.33,What is a PERT chart? Draw one that includes 4 tasks.,SYS200,
1015,AK,X,0.33,What is utilitarian ethics?,COS311,"Utilitarianism is a theory in normative ethics holding that the proper course of action is the one that maximizes overall ""happiness"". It is now generally taken to be a form of consequentialism&#44; although when Anscome first introduced that term it was to distinguish between ‘old-fashioned Utilitarianism’ and consequentialism.[1] According to utilitarianism the moral worth of an action is determined only by its resulting outcome although there is debate over how much consideration should be given to actual consequences&#44; foreseen consequences and intended consequences."
1037,,,0.33,What is an HMM and how is it used in natural language processing?,COS380,
780,,,0.33,Contrast parametric surface representation with triangle mesh representation.,COS350,
1670,AK,X,0,What is a recurrence relation? When is it useful?,COS265,"In mathematics&#44; a recurrence relation is an equation that recursively defines a sequence&#44; once one or more initial terms are given: each further term of the sequence is defined as a function of the preceding terms. \nThe term difference equation sometimes (and for the purposes of this article) refers to a specific type of recurrence relation. However&#44; ""difference equation"" is frequently used to refer to any recurrence relation."
1742,,,0,How does a web browser pass information to a web server?,COS264/243,
1749,,,0,Current into capacitor = input and voltage = output. What response does the capacitor have?,N/A,
456,,,0,What are the levels of the Capability Maturity Model?,COS340,
907,,,0,Describe the electron band structure of conductors&#44; insulators and semiconductors.,N/A,
994,AK,X,0,What is deontological ethics?,COS311,"Deontological ethics or deontology (from Greek deon&#44; ""obligation&#44; duty""; and -logia) is the normative ethical position that judges the morality of an action based on the action's adherence to a rule or rules. It is sometimes described as ""duty"" or ""obligation"" or ""rule"" -based ethics&#44; because rules ""bind you to your duty""."
1063,,,0,Discuss NURBS models versus polygonal models.,COS425,
1068,AK,X,0,What is Kantian ethics?,COS311,"Kantian ethics are deontological&#44; revolving entirely around duty rather than emotions or end goals. All actions are performed in accordance with some underlying maxim or principle&#44; which are deeply different from each other; it is according to this that the moral worth of any action is judged. Kant's ethics are founded on his view of rationality as the ultimate good and his belief that all people are fundamentally rational beings. This led to the most important part of Kant's ethics&#44; the formulation of the Categorical Imperative&#44; which is the criterion for whether a maxim is good or bad. The Formulation Rule of Kantianism: \nAct only according to that maxim by which you can at the same time will that it would become a universal law. \n Act so that you always treat others as an end&#44; and never as a means to an end only."
174,,,0,What are the major tasks in project management?,SYS394,
240,,,0,What is top down design?,COS250,
277,,,0,What is the most efficient sort algorithm? What is its time complexity?,COS250,
1200,,,0,What is a minimum spanning tree?,N/A,
1203,AK,X,0,What are deontological ethics?,COS311,"Deontological ethics or deontology (from Greek deon&#44; ""obligation&#44; duty""; and -logia) is the normative ethical position that judges the morality of an action based on the action's adherence to a rule or rules. It is sometimes described as ""duty"" or ""obligation"" or ""rule"" -based ethics&#44; because rules ""bind you to your duty""."
1371,,,0,What is circuit switching&#44; and what are its chief characteristics?,COS331,
1382,,,0,Describe an ethical framework of your choice.,COS311,
1459,,,0,What is big-Oh notation?,COS265,
1380,,,0,How is projection (to a view plane) done in ray-tracing?,COS350,
1537,,,0,In a control system&#44; a system has an input x&#44; output y&#44; a forward gain G&#44; and a negative feedback gain H. draw a block diagram representing this system&#44; and express the transfer function TF of the system y/x as a function of G and H.,N/A,
1598,,,0,explain what data redundancy is,N/A,
